season,page_no,uuid,date_key,paifu_url
1,5,260813-088b4b96-32b3-4437-b42d-c6798eaab56a,260813,https://game.mahjongsoul.com/?paipu=260813-088b4b96-32b3-4437-b42d-c6798eaab56a
1,5,260813-19387b88-2778-4fe9-97f6-6148855cb0a7,260813,https://game.mahjongsoul.com/?paipu=260813-19387b88-2778-4fe9-97f6-6148855cb0a7
1,5,260813-4d9b90b6-d410-4eba-823f-573651803a11,260813,https://game.mahjongsoul.com/?paipu=260813-4d9b90b6-d410-4eba-823f-573651803a11
1,5,260813-7a7b91ef-7b9c-4e5c-a01f-482be8b5717c,260813,https://game.mahjongsoul.com/?paipu=260813-7a7b91ef-7b9c-4e5c-a01f-482be8b5717c
1,5,260813-8668aacf-5491-4ed8-96a6-b62cb928684b,260813,https://game.mahjongsoul.com/?paipu=260813-8668aacf-5491-4ed8-96a6-b62cb928684b
1,5,260813-9103248d-49a2-4b1a-bc3b-c2a793c27555,260813,https://game.mahjongsoul.com/?paipu=260813-9103248d-49a2-4b1a-bc3b-c2a793c27555
1,6,260813-a507a86c-0c75-4f7c-94c9-a9bad644a324,260813,https://game.mahjongsoul.com/?paipu=260813-a507a86c-0c75-4f7c-94c9-a9bad644a324
1,5,260813-dbf939ad-8df1-4eb1-9ae7-22c190c7ef66,260813,https://game.mahjongsoul.com/?paipu=260813-dbf939ad-8df1-4eb1-9ae7-22c190c7ef66
1,5,260813-fde5f389-99d3-451f-a885-57fa19bb3ddd,260813,https://game.mahjongsoul.com/?paipu=260813-fde5f389-99d3-451f-a885-57fa19bb3ddd
1,5,260813-fe331f65-518d-4537-b75b-a003bb912151,260813,https://game.mahjongsoul.com/?paipu=260813-fe331f65-518d-4537-b75b-a003bb912151
1,3,260814-0411e118-c589-4849-a3fc-7f02b562b281,260814,https://game.mahjongsoul.com/?paipu=260814-0411e118-c589-4849-a3fc-7f02b562b281
1,4,260814-05326cac-8aea-4f5f-a3ff-18d9e7db28a5,260814,https://game.mahjongsoul.com/?paipu=260814-05326cac-8aea-4f5f-a3ff-18d9e7db28a5
1,3,260814-259e08ac-e800-4d0d-8a56-83c561fe4660,260814,https://game.mahjongsoul.com/?paipu=260814-259e08ac-e800-4d0d-8a56-83c561fe4660
1,4,260814-3a1b80a0-4062-46ad-be4b-d2ccf75c71e8,260814,https://game.mahjongsoul.com/?paipu=260814-3a1b80a0-4062-46ad-be4b-d2ccf75c71e8
1,4,260814-46cee7d6-1aae-4c31-b538-f551d988d9ec,260814,https://game.mahjongsoul.com/?paipu=260814-46cee7d6-1aae-4c31-b538-f551d988d9ec
1,3,260814-4c25969d-f4b7-496a-8d9d-12957f34fa18,260814,https://game.mahjongsoul.com/?paipu=260814-4c25969d-f4b7-496a-8d9d-12957f34fa18
1,4,260814-641de216-50d7-4a08-b5fb-c91c9b6092f3,260814,https://game.mahjongsoul.com/?paipu=260814-641de216-50d7-4a08-b5fb-c91c9b6092f3
1,3,260814-730a123b-74b4-48bc-b97b-e3b77f6314c2,260814,https://game.mahjongsoul.com/?paipu=260814-730a123b-74b4-48bc-b97b-e3b77f6314c2
1,4,260814-99bee46d-2bdc-4277-b2a5-b6f53dba0970,260814,https://game.mahjongsoul.com/?paipu=260814-99bee46d-2bdc-4277-b2a5-b6f53dba0970
1,5,260814-a5b6a667-0f0c-4282-9cf0-ecf711c2c6fa,260814,https://game.mahjongsoul.com/?paipu=260814-a5b6a667-0f0c-4282-9cf0-ecf711c2c6fa
1,4,260814-a7ec0125-4452-4b90-8161-a53b9f2e335a,260814,https://game.mahjongsoul.com/?paipu=260814-a7ec0125-4452-4b90-8161-a53b9f2e335a
1,3,260814-a96742dc-9b2e-4c20-b1ed-84c5b5a5e8d7,260814,https://game.mahjongsoul.com/?paipu=260814-a96742dc-9b2e-4c20-b1ed-84c5b5a5e8d7
1,3,260814-afb78e3a-6628-4e2c-870f-1b30847bd6af,260814,https://game.mahjongsoul.com/?paipu=260814-afb78e3a-6628-4e2c-870f-1b30847bd6af
1,3,260814-b082d0a0-02ae-4344-bc7e-c23378bb1aa9,260814,https://game.mahjongsoul.com/?paipu=260814-b082d0a0-02ae-4344-bc7e-c23378bb1aa9
1,4,260814-b4da64a7-b296-4a05-9dcf-1bc3d2951596,260814,https://game.mahjongsoul.com/?paipu=260814-b4da64a7-b296-4a05-9dcf-1bc3d2951596
1,4,260814-b939b172-be1c-47bc-9b81-a6b3fd30db0f,260814,https://game.mahjongsoul.com/?paipu=260814-b939b172-be1c-47bc-9b81-a6b3fd30db0f
1,3,260814-cbc59859-887e-4bbf-b506-3bbbaf667bbf,260814,https://game.mahjongsoul.com/?paipu=260814-cbc59859-887e-4bbf-b506-3bbbaf667bbf
1,4,260814-d14a79b2-bbae-4fcb-a95d-4613be70453c,260814,https://game.mahjongsoul.com/?paipu=260814-d14a79b2-bbae-4fcb-a95d-4613be70453c
1,3,260814-ee3615a2-2c43-4fe2-b8f7-3babfe0307cd,260814,https://game.mahjongsoul.com/?paipu=260814-ee3615a2-2c43-4fe2-b8f7-3babfe0307cd
1,3,260814-f3942412-cbd9-4410-b7b2-79eeca183602,260814,https://game.mahjongsoul.com/?paipu=260814-f3942412-cbd9-4410-b7b2-79eeca183602
1,4,260814-f71927c9-8d44-4673-b48b-446a8b4c5cae,260814,https://game.mahjongsoul.com/?paipu=260814-f71927c9-8d44-4673-b48b-446a8b4c5cae
1,2,260815-365098cd-576a-477d-9a22-23c0e3f9359f,260815,https://game.mahjongsoul.com/?paipu=260815-365098cd-576a-477d-9a22-23c0e3f9359f
1,2,260815-5618c11a-dd7d-41ae-a6eb-8dc167efd004,260815,https://game.mahjongsoul.com/?paipu=260815-5618c11a-dd7d-41ae-a6eb-8dc167efd004
1,2,260815-5dcd1231-418b-4a93-827b-5ca7e6742f8b,260815,https://game.mahjongsoul.com/?paipu=260815-5dcd1231-418b-4a93-827b-5ca7e6742f8b
1,2,260815-863baed2-99ae-44fc-8af3-7743ef886b75,260815,https://game.mahjongsoul.com/?paipu=260815-863baed2-99ae-44fc-8af3-7743ef886b75
1,2,260815-98364bdb-d721-4377-9f66-94a542e1f55b,260815,https://game.mahjongsoul.com/?paipu=260815-98364bdb-d721-4377-9f66-94a542e1f55b
1,2,260815-a3fd3452-868f-4fb3-a557-f900db37869d,260815,https://game.mahjongsoul.com/?paipu=260815-a3fd3452-868f-4fb3-a557-f900db37869d
